Neutral,Krasne veci v letaku. Uz pripravene na predaj! 😉,0,0.6204,46005,0,
Neutral,PEPCO Slovensko super ďakujem 😉,1,0.765,46004,0,
Offer of products,Presne,1,0.5418,46004,0,
Offer of products,"Krásne veci len škoda, že ich nemáte aj vo väčších veľkostiach. Nielen po 44",0,0.7303,46004,0,
Offer of products,a deti č98 žiadne tepláky som sklamaná,4,0.4167,46005,0,
Unavailability of products,zajtra hádam budete mať rifle,1,0.3487,46005,0,
Neutral,Kedy budete mat v Sc nieco pekne pre dievcata vo velk.134?ako casto chodi tovar?dakujem,0,0.8943,46003,0,
Neutral,Uz tie rifl.nohavice pre diev.mate aj v Rs?,0,0.3827,46003,0,
Unavailability of products,"Dobrý deň, dámy, Píšete nám, že detské pančuchy neviete v PEPCO nájsť. Je nám ľúto, že ste nenašli veľkosti, ktoré ste hľadali :( Aktuálne však je tovar v zľave, ktorej cieľom je dopredaj zimných pančúch a uvoľnenie miesta pre nový tovar. Veríme, že si vyberiete niečo iné, pekné z našej ponuky 😉 Prajeme pekný deň. Tím PEPCO",0,0.0403,45923,1,
Other,"Na stránke vám zle ukazuje priblizene obrázky...namiesto dievčenských teplákov sa zobrazí vankúš,a podobne...",0,0.2944,46004,0,
Quality,Ja co kupim v pepku je vsetko po vyprati derave 😓,1,0.4273,45923,0,
Quality,Hela Sádovská Mne sa zas trhajú vetrovky. Jednu som zašila. To ani nie je vidno. Ale tá druhá... No neviem. Asi pôjdem reklamovať :/,0,0.019,45923,0,
Neutral,"Dobrý deň, Hela a Lenka. je nám ľúto, že tovar nie je v poriadku. V týchto prípadoch Vám odporúčame tovar reklamovať. Stačí zobrať tovar, pokladničný blok a reklamáciu Vám vybavia v ktoromkoľvek PEPCO na Slovensku :) Prajeme pekný deň. Tím PEPCO",0,0.3964,45923,1,
Neutral,Boli ste sa pozrieť v optime? Bola som tam v sobotu a sa mi zda že tam máte aj väčšie čísla ešte ☺,0,0.6359,45923,0,
Unavailability of products,Gabriela Kotlárová Ružomberok to isté. :(,0,0.0824,48512,0,
Product,"Ano veci mate pekne,len skoda ze skaredo usite😞",0,0.5761,46310,0,
Interaction,My sme ju vyuzili na oslave dedkovej 80tky :-),10,0.8911,46581,0,
Offer of products,Prečo nespravíte aj legíny pre chlapcov?na jar to je skvelá voľba :),3,0.895,46560,0,
Product,Máme ružového macka👍,0,0.6893,48512,0,
Neutral,A neda sa bez instagramu,0,0.2616,45991,0,
Interaction,Aj ja si prosiiim :(,0,0.1155,48512,0,
Neutral,Skoda že sa nesúťaží cez fb,1,0.2619,45991,0,
Offer of products,Chcela by som sa opýtať ci do budúcna neplánujete predávať väčšie obvody podprseniek... Lebo niektoré sú nádherné a bohužiaľ veľa žien si ich nemôže kúpiť.. Ďakujem :),22,0.9467,45992,0,
Offer of products,"suhlasím  treba mat v ponuke aj pre normálne ženy  velkosti od 85-100 B, C , :-)",10,0.825,45992,0,
Neutral,PEPCO Slovensko oki už som poslala foto dakujem,1,0.318,45991,0,
Neutral,"Dobrý deň, Patrícia Fedorová :) Ponuka je platná od 31.1. do vyčerpania zásob :) V PEPCO však stále nájdete krásne spodné prádlo, preto veríme, že si niečo pekné vyberiete, aj keby toto už bolo vypredané 😊😉 Prajeme pekný deň. Tím PEPCO",0,0.9994,45992,1,
Neutral,"Dobrý deň, Darinka, svojimi inšpiráciami sa môžete pochváliť a do súťaže sa zapojiť aj bez účtu na Instagrame, a to cez formulár na našom webe https://inspiracie.pepco.sk. Pekný deň :) Tím PEPCO",0,0.7467,45991,1,
Product,Mam zaujem,0,0.5192,46203,0,
Neutral,PEPCO Slovensko super určite sa zapojím dakujem,0,0.6208,45991,0,
Neutral,"Darinka Fulepová Kvetková, stránka to umožňuje :( Skúste si stránku otvoriť v inom internetovom prehliadači 😉 Ak by Vám to aj tak nešlo, pošlite nám do správy informáciu, akú chybovú hlášku Vám to zobrazí, alebo rovno print screen :)  PEPCO",0,0.443,45991,1,
Absent of e-shop,"Dobrý deň, Annamária :) Spoločnosť PEPCO zatiaľ neuvažuje o zriadení e-shopu. Snažíme sa rozšíriť sieť našich predajní, aby sme boli nablízku všetkým našim zákazníkom :) Prajeme pekný deň. Tím PEPCO",2,0.9095,45992,1,
Interaction,presne,0,0.5418,41062,0,
Offer of products,"este sa len chystam na dovolenku a hladat letne veci medzi vecami na jesen v polovici leta je smiesne...
mali by ste uz dat do ponuky vianocne ozdoby",1,0.4279,41068,0,
Interaction,Stanislava Stromková ďakujem,0,0.5507,46487,0,
Interaction,"Dakujem PEPCO Slovensko ❤️ To som teda necakala, ze vyhrame, mam velku radost ❤️",0,0.6664,46487,0,
Interaction,https://www.facebook.com/groups/1861950653866488/,0,0.3827,46487,0,
Interaction,Gabka Labajova jeee gratulujem moja 😍,0,0.7308,46487,0,
Other,Bože dajte pokoj so školou. 🙄,2,0.3302,41062,0,
Neutral,"",0,0.3827,41062,1,
Interaction,"Ja som si všimla pri batohu frozen, boli dva druhy jeden bol obyčajný a druhý mal na obrázku nalepenu fóliu ktorá pohybe premieňala obrázok a ten stál 4,99€.tie obyčajné bez tejto fólie boli za 3,99€ minnie, frozen atď.",0,0.2095,41068,0,
Neutral,"Bože, ešte máme polovicu prázdnin pred sebou. Neplašte! :D",1,0.3452,41068,0,
Neutral,Dobrý deň.kedy to nájdem v predajni???,0,0.2593,41068,0,
Interaction,Urcite vas navstivyme,0,0.3827,41068,0,
Interaction,"PEPCO Slovensko včera som bola nakúpiť v pepco a mali ešte pár batohov. Ako som písala, tie obyčajné stáli 3,99€ a tie ktoré mali fóliu ktorá tie obrázky premieňala stáli 4,99€. Žiadnu tlačovú chybu ste v letáku nemali, v letáku je obyčajný batoh bez fólie za 3,99€. 😉",2,0.0582,41068,0,
Product,"Dobrý deň, Marcela. Predajne PEPCO sú zásobované každý druhý deň, preto veríme, že čoskoro nájdete závesy aj vo Vašom PEPCO :) Ďakujeme a prajeme pekný deň. Tím PEPCO",0,0.857,41068,1,
Product,Martinka Jašíková,0,0.3827,41062,0,
Product,"Dobrý deň, Janka. Neplašíme ☺️ Tí najmenší školáci sa predsa už nevedia dočkať školskej tašky 🤩 a ruksačik deťúrence využijú aj na prázdninových výletoch 😉 Prajeme pekný deň. Tím PEPCO",4,0.9851,41068,1,
Offer of products,malé podprsenky pre mňa -prečo nemávate 90 B,0,0.3416,41069,0,
Neutral,"Dobrý deň, Gabriela. PEPCO predajne sú zásobované každý druhý deň, distribúcia tovaru je riadená centrálne z Poľska, preto Vám nevieme poskytnúť informácie o produktoch, ktoré sú plánované na doručenie, tak isto ani naše predajne nemajú prístupné tieto informácie. Naša ponuka je naozaj obrovská, neustále sa mení a dopĺňa, preto veríme, že si vyberiete niečo pekné z našej ponuky. :) Tím PEPCO",1,0.9081,41064,1,
Product,"Dobrý deň, Martina :) V PEPCO nájdete množstvo letného tovaru, no mnoho zákazníkov už naozaj v predstihu hľadá aj jesenný tovar. Snažíme sa ponúkať všetkým zákazníkom to, čo aktuálne potrebujú. Čas letí rýchlo, ani sa nenazdáme a Vianoce budú za dverami. ☺️ Prajeme pekný deň. Tím PEPCO",14,0.909,41068,1,
Neutral,"Lucka Tomová prosíme, môžete nám do správy poslať kód tovaru? Na štítku všitom na ruksaku je uvedený SKU alebo ITEM kód. Nemáme totiž tlačovú chybu v letáku, boli by sme neradi, aby ste platili viac za tovar :( Ďakujeme. Tím PEPCO",0,0.0248,41068,1,
Interaction,"PEPCO Slovensko  veď jasné :) to len my rodičia sa tešíme, že ešte máme čas :D A je pravda, že deti, keď vidia tieto reklamy, tak frfľú, že prečo už, keď je ešte polka prázdnin pred nami. Ale tovar máte krásny",2,0.9387,41068,0,
Interaction,"PEPCO Slovensko pekny den,ja mam troch skolakov a mate pravdu,ja sama uz zacinam postupne detom nakupovat,Pred zaciatkom sk.roka sa uz plasit nebudem musiet😄😄😄",2,0.1151,41068,0,
Neutral,"Dobrý deň, Saskia :) Nie len Frozen, v PEPCO nájdete rôznych rozprávkových hrdinov, Paw Patrol, Spidermana, myšiaka Mickey s Minnie 😉 Veríme, že si vyberiete. Prajeme pekný deň. Tím PEPCO",0,0.967,41064,1,
Unavailability of products,"Dobrý deň, čo ak sa mi kufrík Minnie Mouse neušiel? Bude ešte dostupný?",0,0.3186,41068,0,
Product,"Dobrý deň, Monika. Predajne PEPCO sú zásobované každý druhý deň, preto veríme, že sa Vám ešte kufrík podarí zakúpiť 😉 Nakoľko je zásobovanie riadené centrálne z Poľska, nemáme informácie o tom, kedy ktorý tovar bude doplnený. Ďakujeme za porozumenie a prajeme pekný deň. Tím PEPCO",0,0.8113,41068,1,
Product,"Dobrý deň, Janka. Je nám ľúto, že Vašu veľkosť nemáme. No podnety zákazníkov zbierame a odovzdávame práslušným oddeleniam, preto veríme, že si z našej ponuky spodného prádla do budúcna vyberiete :) Určite si však vyberiete niečo pekné z našej ponuky. Príďte si spraviť radosť niečim iým :) Tím PEPCO",0,0.8637,41069,1,
Unavailability of products,Dnes som bola v predajní a vôbec nemali tie závesy do sprchy budu až po akcii,0,0.064,41068,0,
Neutral,Pekny vecer mate aj peracniky na predaj dakujem,0,0.6342,41068,0,
Neutral,Mária Drugová veru... naraz je to veľa 😔,1,0.5266,41068,0,
Product,"Dobrý deň :) Áno, máme niekoľko druhov peračníkov :) Veríme, že si vyberiete. Prajeme pekný deň. Tím PEPCO",0,0.9832,41068,1,
Interaction,Super dakujem pekne za odpoved,1,0.7004,41068,0,
Neutral,uz je to od piatku,1,0.3827,41068,0,
Interaction,Ďakujem.😊,0,0.7912,41068,0,
Neutral,"Dobrý deň, Dajka :) Od piatku 27.7. až do vypredania zásob 😉 Prajeme pekný deň.Tím PEPCO",0,0.9507,41068,1,
Neutral,"",1,0.3827,41068,1,
Product,"Bože baby co riešite ved aj tesco, kaufo ma už veci do školy v ponuke a tiež výpredaj letných lebo dávajú už jesenné veci. Keď sa vám to nepáči treba hľadať inde.
PEPCO top u mňa 😍",11,0.5469,41068,0,
Interaction,To je normalne ze ludia kupuju vsetko v predstihu. Potom nemusia sialeno blaznit a vsetko zhanat na poslednu chvilu. Ja mam syna do skoly vybaveneho uz od maja a aj dcerku do skolky. Teraz som bez stresu a darceky pod stromcek kupujem cely rok cize nepoznam vianocny zhon.,7,0.1146,41068,0,
Neutral,Aj mi máme pokupene naraz toho je veľa A 4 deťom to katastrofálne,2,0.2922,41068,0,
Interaction,Peknee,0,0.3827,41068,0,
Product,peračník super aj ruksaky,0,0.6305,41068,0,
Interaction,Krásne 😊,0,0.9357,41068,0,
Interaction,"ďakujem,",1,0.5507,41069,0,
Neutral,"",2,0.3827,41069,0,
Neutral,"",1,0.3827,41069,0,
Neutral,"",0,0.3827,41069,0,
Offer of products,PEPCO Slovensko no a inne nič 😃😄😅 napríklad kvietky motýle....len rozprávkových hrdinov,0,0.4755,41064,0,
Product,"Saskia Tomkova určite sa príďte pozrieť do PEPCO :) Máme vzory pre chlapcov aj pre dievčatá 😉 Hviezdičky, guličky, kvietky, autíčka a množstvo iných 😊 Prajeme pekný deň. Tím PEPCO",1,0.9799,41064,1,
Product,Pre moju timusku do doskoly,1,0.3827,41064,0,
Product,Páči sa my to chodím tam nakupovať,2,0.8767,41065,0,
Interaction,Uzasny obhod aj my tam chodime,2,0.7476,41065,0,
Other,"Dobry den, kupovala som 3D ruksačik Cars a platila som zanho 4,99 preco reklamujete že je za 3,99€? Ďakujem",1,0.3143,41068,0,
Neutral,"Dobrý deň, motív korčuliarky Soy Luna už tento rok v ponuke školského sortimentu nebude prosím?",0,0.4127,41064,0,
Offer of products,Všade je tá Frozen.....och😂😒😟😞,2,0.1049,41064,0,
Product,Toto by Vám pasovalo dcérky moje.,1,0.4089,41067,0,
Neutral,"",1,0.3827,41068,1,
Interaction,"Vobec to nie je smiesne lebo vela ludi kupuje v predstihu a nie na poslednu chvilu aby ich to financne nezatazilo !a ano vela vianocneho tovaru sa objednava uz v januari noveho roka a pride v septembri ,vela zahranicnych skladov je 1 decembra zarvorenych a hlavne v europe...",1,0.0309,41068,0,
Neutral,"Dobrý deň, Lucka Tomová. Ak sa stalo, že Vám bola naúčtovaná iná cena, zastavte sa v ktorejkoľvek predajni PEPCO na Slovensku a vrátime Vám rozdiel. Prineste so sebou, prosíme, tovar aj pokladničný doklad. Ďakujeme za porozumenie a prajeme pekný deň. Tím PEPCO",0,0.4222,41068,1,
Neutral,PEPCO Slovensko hned som to tam aj reklamovala a povedali mi ze chyba bude asi v letaku. Ale zato dakujem za odpoved 😊,0,0.4464,41068,0,
Neutral,"V Košiciach už mali tie vaky na telesnú vyložene, aktovky som si nevšimla.",0,0.3998,41295,0,
Neutral,Ninja korytnacky 😜,0,0.4311,41295,0,
Offer of products,A pre chlapcov budete mať tiež niečo ?,2,0.4451,41295,0,
Offer of products,Neznasam Annu a Elzu🤔,1,0.4887,41295,0,
Neutral,este stihneme buducy tyzden,0,0.2397,41295,0,
Neutral,Cena toho kufruka?,2,0.4291,41295,0,
Offer of products,Ta velka skolska taska je asi taka velka ze na maxim. branne cvicenie...u nas ich uz maju v pepcu vylozene...,0,0.3431,41295,0,
Neutral,aj ja by som chcela vediet kedy to je ...dakujem,0,0.6883,41295,0,
Neutral,Dada Mária Koštialová  hmn sa mi nechce verit nepisu to tam :-/ iba tu do ruky a vrecusko tieto zvyknu stat okolo 20€ ale bolo by to super keby mate pravdu,0,0.4655,41295,0,
Neutral,"2,49 by mala stat...",1,0.4615,41295,0,
Neutral,Ta velka skolska taska je zakolko?,1,0.2763,41295,0,
Neutral,PEPCO Slovensko dakujem moc krat,1,0.5,41295,0,
Neutral,To je ketak ktory konci dnes,1,0.356,41295,0,
Product,"Dobrý deň, dámy. Ponuka je platná od 27.7. do vypredania zásob, no niektoré vzory sú ešte dopĺňané :) S blížiacim sa koncom prázdnin určite v PEPCO ešte nájdete batohy aj aktovky :) Prajeme pekný deň. Tím PEPCO",3,0.6256,41295,1,
Neutral,My mame elzove vsetko 😱,0,0.287,41295,0,
Offer of products,"Dokedy ešte bude trvať ten Elzovy ošiaľ 😳. Všade a na všetkom. Človek už nič poriadne nenájde pre dievča kde nieje Elza, Hello Kitty ci Minnie mouse",6,0.0407,41295,0,
Neutral,Lucia Dobiašová moja nieje zaťažená na Elzu preto by sme uvítali aj nejaké iné vzory alebo iných rozprávkových hrdinou. To už radšej tu Vaianu alebo ako sa vola😁,0,0.2449,41295,0,
Neutral,Tá školská taška stojí 15e.dnes som ji videla,0,0.3287,41295,0,
Neutral,no tak dobre som si myslela,0,0.1647,41295,0,
Neutral,od zajtra,1,0.3648,41062,0,
Neutral,"Prosim vas,uz je to v ponuke na predajniach,neviete?dakujem.",0,0.5107,41062,0,
Neutral,"Ved vsade je sama skola. Normalna sucast zivota. Ludia nakupuju veci skor, tak preco by malo dat PEPCO pokoj",3,0.0804,41062,0,
Neutral,Je prosim.aj.distribucia vasich letakov ako napr.Tesko Kaufland??,0,0.115,41295,0,
Neutral,Prosím vás toto bude od kedy? Lebo v letáku som takúto aktovku nevidela.,1,0.2576,41295,0,
Neutral,Dakujem,0,0.5507,41316,0,
Offer of products,"Dobrý deň, Monika. Príďte sa pozrieť do predajne PEPCO a presvečte sa, že máme aj iné motívy :) Nájdete aj myšku Minnie, jednorožcov, alebo jednoduché vzory s guličkami či hviezdičkami :) Veríme, že si vyberiete. Prajeme pekný deň. Tím PEPCO",2,0.9737,41295,1,
